OID_,BBNA_code,date_added,data_source,Institution,dataset_notes_1,data_restrictions_1,data_restrictions_2,subgenus,genus,species,sex,caste,det_as,det_by,date,month,day,year,dayno,observers,code_1,code_2,code_3,code_4,code_5,continent_verbatim,continent,country_verbatim,country,county_verbatim,state_prov,county,location,site,latitude,longitude,coordinates,coordinates_X,coordinates_Y,elev_m_ETOPO1,geo_notes_1,geo_notes_2,doi,link,notes_1,notes_2,notes_3,notes_4,notes_5,plant_host_genus,plant_host_notes,plant_host_species,plant_host_verbatim
65,BBNA_76532,,Nebraska Bumbleboosters,U Nebraska/ D. Golick research collection,,,,Cullumanobombus,Bombus,fraternus,Female,Female,,Doug Golick,8/4/2000 0:00:00,8,4,2000,217,Doug Golick,1506,,,,,North America,North America,USA,USA,Box Butte,Nebraska,Box Butte,1 Mi. N. of Berea,,42.228000000000002,-102.983999999999995,"42.228, -102.984",-102.983999999999995,42.228000000000002,1261,LLR: georef,,,,,,,,georeferenced by LLR,Melilotus,,albus,Melilotus alba
66,BBNA_76533,,Nebraska Bumbleboosters,U Nebraska/ D. Golick research collection,,,,Cullumanobombus,Bombus,fraternus,Female,Female,,Doug Golick,8/4/2000 0:00:00,8,4,2000,217,Doug Golick,1508,,,,,North America,North America,USA,USA,Box Butte,Nebraska,Box Butte,1 Mi. N. of Berea,,42.228000000000002,-102.983999999999995,"42.228, -102.984",-102.983999999999995,42.228000000000002,1261,LLR: georef,,,,,,,,georeferenced by LLR,Melilotus,,albus,Melilotus alba
67,BBNA_76534,,Nebraska Bumbleboosters,U Nebraska/ D. Golick research collection,,,,Cullumanobombus,Bombus,fraternus,Female,Female,,Doug Golick,8/4/2000 0:00:00,8,4,2000,217,Doug Golick,1484,,,,,North America,North America,USA,USA,Box Butte,Nebraska,Box Butte,1 Mi. N. of Berea,,42.228000000000002,-102.983999999999995,"42.228, -102.984",-102.983999999999995,42.228000000000002,1261,LLR: georef,,,,,,,,georeferenced by LLR,Melilotus,,officinalis,Melilotus officinalis
68,BBNA_76535,,Nebraska Bumbleboosters,U Nebraska/ D. Golick research collection,,,,Cullumanobombus,Bombus,fraternus,Female,Female,,Doug Golick,8/4/2000 0:00:00,8,4,2000,217,Doug Golick,1487,,,,,North America,North America,USA,USA,Box Butte,Nebraska,Box Butte,1 Mi. N. of Berea,,42.228000000000002,-102.983999999999995,"42.228, -102.984",-102.983999999999995,42.228000000000002,1261,LLR: georef,,,,,,,,georeferenced by LLR,Melilotus,,officinalis,Melilotus officinalis
69,BBNA_76536,,Nebraska Bumbleboosters,U Nebraska/ D. Golick research collection,,,,Cullumanobombus,Bombus,fraternus,Female,Female,,Doug Golick,8/4/2000 0:00:00,8,4,2000,217,Doug Golick,1515,,,,,North America,North America,USA,USA,Box Butte,Nebraska,Box Butte,1 Mi. N. of Berea,,42.228000000000002,-102.983999999999995,"42.228, -102.984",-102.983999999999995,42.228000000000002,1261,LLR: georef,,,,,,,,georeferenced by LLR,Melilotus,,officinalis,Melilotus officinalis
70,BBNA_76537,,Nebraska Bumbleboosters,U Nebraska/ D. Golick research collection,,,,Cullumanobombus,Bombus,fraternus,Female,Female,,Doug Golick,8/4/2000 0:00:00,8,4,2000,217,Doug Golick,1521,,,,,North America,North America,USA,USA,Box Butte,Nebraska,Box Butte,1 Mi. N. of Berea,,42.228000000000002,-102.983999999999995,"42.228, -102.984",-102.983999999999995,42.228000000000002,1261,LLR: georef,,,,,,,,georeferenced by LLR,Melilotus,,officinalis,Melilotus officinalis
71,BBNA_76538,,Nebraska Bumbleboosters,U Nebraska/ D. Golick research collection,,,,Cullumanobombus,Bombus,fraternus,Female,Female,,Doug Golick,8/4/2000 0:00:00,8,4,2000,217,Doug Golick,1523,,,,,North America,North America,USA,USA,Box Butte,Nebraska,Box Butte,1 Mi. N. of Berea,,42.228000000000002,-102.983999999999995,"42.228, -102.984",-102.983999999999995,42.228000000000002,1261,LLR: georef,,,,,,,,georeferenced by LLR,Melilotus,,officinalis,Melilotus officinalis
72,BBNA_76737,,Nebraska Bumbleboosters,U Nebraska/ D. Golick research collection,,,,Cullumanobombus,Bombus,fraternus,Female,Female,,Doug Golick,8/4/2000 0:00:00,8,4,2000,217,Doug Golick,1530,,,,,North America,North America,USA,USA,Dawes,Nebraska,Dawes,Marsland,,42.444000000000003,-103.299000000000007,"42.444, -103.299",-103.299000000000007,42.444000000000003,1272,LLR: georef,,,,,,,,georeferenced by LLR,Melilotus,,albus,Melilotus alba
73,BBNA_76738,,Nebraska Bumbleboosters,U Nebraska/ D. Golick research collection,,,,Cullumanobombus,Bombus,fraternus,Female,Female,,Doug Golick,8/4/2000 0:00:00,8,4,2000,217,Doug Golick,1533,,,,,North America,North America,USA,USA,Dawes,Nebraska,Dawes,Marsland,,42.444000000000003,-103.299000000000007,"42.444, -103.299",-103.299000000000007,42.444000000000003,1272,LLR: georef,,,,,,,,georeferenced by LLR,Melilotus,,albus,Melilotus alba
74,BBNA_76739,,Nebraska Bumbleboosters,U Nebraska/ D. Golick research collection,,,,Cullumanobombus,Bombus,fraternus,Female,Female,,Doug Golick,8/4/2000 0:00:00,8,4,2000,217,Doug Golick,1534,,,,,North America,North America,USA,USA,Dawes,Nebraska,Dawes,Marsland,,42.444000000000003,-103.299000000000007,"42.444, -103.299",-103.299000000000007,42.444000000000003,1272,LLR: georef,,,,,,,,georeferenced by LLR,Melilotus,,albus,Melilotus alba
75,BBNA_76899,,Nebraska Bumbleboosters,U Nebraska/ D. Golick research collection,,,,Cullumanobombus,Bombus,fraternus,Female,Female,,Doug Golick,8/7/2001 0:00:00,8,7,2001,219,D. Seier,941,,,,,North America,North America,USA,USA,Cherry,Nebraska,Cherry,Fort Niobrara Wildlife Preserve,,42.530000000000001,-100.658000000000001,"42.53, -100.658",-100.658000000000001,42.530000000000001,899,LLR: georef,,,,Albion Schools,,,,georeferenced by LLR,Cleome,,serrulata,Cleome serrulata
76,BBNA_77086,,Nebraska Bumbleboosters,U Nebraska/ D. Golick research collection,,,,Cullumanobombus,Bombus,fraternus,Female,Female,,Doug Golick,8/5/2000 0:00:00,8,5,2000,218,Doug Golick,1327,,,,,North America,North America,USA,USA,Sioux,Nebraska,Sioux,Smiley Cyn. Fort Robinson,,42.682000000000002,-103.497000000000000,"42.682, -103.497",-103.497000000000000,42.682000000000002,1214,LLR 2020: edited coordinates,,,,,,,,georeferenced by LLR,Melilotus,,albus,Melilotus alba
77,BBNA_77430,,Nebraska Bumbleboosters,U Nebraska/ D. Golick research collection,,,,Cullumanobombus,Bombus,fraternus,Female,Female,,Doug Golick,8/4/2000 0:00:00,8,4,2000,217,Doug Golick,1569,,,,,North America,North America,USA,USA,Dawes,Nebraska,Dawes,E. Ash,,42.739692200000000,-103.250473000000000,"42.74, -103.25",-103.250000000000000,42.740000000000002,1066,LLR: georef,,,,,,,,georeferenced by LLR,Monarda,,fistulosa,Monarda fistulosa
78,BBNA_77664,,Nebraska Bumbleboosters,U Nebraska/ D. Golick research collection,,,,Cullumanobombus,Bombus,fraternus,Female,Female,,Doug Golick,8/6/2000 0:00:00,8,6,2000,219,Doug Golick,1684,,,,,North America,North America,USA,USA,Sioux,Nebraska,Sioux,Toadstool Park,,42.857999999999997,-103.584000000000003,"42.858, -103.584",-103.584000000000003,42.857999999999997,1179,LLR: georef,,,,,,,,georeferenced by LLR,,,,nil
79,BBNA_113701,12/12/2011 12:00:00 PM,North Carolina State University Entomology Museum 2012 NCSU (H. Hines),North Carolina State University Insect Museum,,,,Cullumanobombus,Bombus,fraternus,Female,Queen,,R.S. Jacobson,9/6/1963 0:00:00,9,6,1963,249,A. F. Crewell,NCSU 00186,,,,,North America,North America,USA,USA,Bullock,Alabama,Bullock,Bullock County,,32.057353999999997,-85.725637000000006,"32.057, -85.726",-85.725999999999999,32.057000000000002,144,,,,,Bombus fraternus (Smith)\ndet RS Jacobson 1994,1943,249,,,,,,
80,BBNA_113712,12/12/2011 12:00:00 PM,North Carolina State University Entomology Museum 2012 NCSU (H. Hines),North Carolina State University Insect Museum,,,,Cullumanobombus,Bombus,fraternus,Male,Male,,Caitlin Jackson,8/7/1971 0:00:00,8,7,1971,219,K. E. Brown,NCSU 00177,,,,,North America,North America,USA,USA,Escambia,Florida,Escambia,Pensacola,,30.473413000000001,-87.212260999999998,"30.473, -87.212",-87.212000000000003,30.472999999999999,26,,,,,Bombus fraternus (Smith) \ndet T. B. Mitchell 71,1934,219,,,,,,
81,BBNA_114289,12/12/2011 12:00:00 PM,North Carolina State University Entomology Museum 2012 NCSU (H. Hines),North Carolina State University Insect Museum,,,,Cullumanobombus,Bombus,fraternus,Female,Queen,,Caitlin Jackson,9/12/1928 0:00:00,9,12,1928,256,T. B. Mitchell,NCSU 000105,,,,,North America,North America,USA,USA,New Hanover,North Carolina,New Hanover,Castle Hayne,,34.355615999999998,-77.899834999999996,"34.356, -77.9",-77.900000000000006,34.356000000000002,6,,,,,,1863,256,,,,,,
82,BBNA_114290,12/12/2011 12:00:00 PM,North Carolina State University Entomology Museum 2012 NCSU (H. Hines),North Carolina State University Insect Museum,,,,Cullumanobombus,Bombus,fraternus,Female,Queen,,R.S. Jacobson,5/22/1993 0:00:00,5,22,1993,142,R.S. Jacobson,NCSU 000106,,,,,North America,North America,USA,USA,Hertford,North Carolina,Hertford,Hertford County,,36.376176999999998,-77.056445999999994,"36.376, -77.056",-77.055999999999997,36.375999999999998,21,,,,,Bombus fraternus (Smith)\nDet RSJacobson 1993,1864,142,,,,,,
83,BBNA_114350,12/12/2011 12:00:00 PM,North Carolina State University Entomology Museum 2012 NCSU (H. Hines),North Carolina State University Insect Museum,,,,Cullumanobombus,Bombus,fraternus,Female,Queen,,Caitlin Jackson,5/24/1953 0:00:00,5,24,1953,144,T. B. Mitchell,NCSU 00100,,,,,North America,North America,USA,USA,Cumberland,North Carolina,Cumberland,Manchester,,35.195740000000001,-78.988174000000001,"35.196, -78.988",-78.988000000000000,35.195999999999998,54,,,,,,1858,144,,,,,,
84,BBNA_114351,12/12/2011 12:00:00 PM,North Carolina State University Entomology Museum 2012 NCSU (H. Hines),North Carolina State University Insect Museum,,,,Cullumanobombus,Bombus,fraternus,Female,Queen,,Caitlin Jackson,5/17/1941 0:00:00,5,17,1941,137,,NCSU 00101,,,,,North America,North America,USA,USA,Wake,North Carolina,Wake,Raleigh,,35.779747999999998,-78.643414000000007,"35.78, -78.643",-78.643000000000001,35.780000000000001,103,LLR: georef,,,,No Collector named,1859,137,,georef verified by LLR,,,,
85,BBNA_114352,12/12/2011 12:00:00 PM,North Carolina State University Entomology Museum 2012 NCSU (H. Hines),North Carolina State University Insect Museum,,,,Cullumanobombus,Bombus,fraternus,Female,Queen,,Caitlin Jackson,4/27/1950 0:00:00,4,27,1950,117,T. B. Mitchell,NCSU 00102,,,,,North America,North America,USA,USA,Pender,North Carolina,Pender,Pender County,,34.517073000000003,-77.836727999999994,"34.517, -77.837",-77.837000000000003,34.517000000000003,2,,,,,found on vaccinium,1860,117,,,Vaccinium,,,
86,BBNA_114353,12/12/2011 12:00:00 PM,North Carolina State University Entomology Museum 2012 NCSU (H. Hines),North Carolina State University Insect Museum,,,,Cullumanobombus,Bombus,fraternus,Female,Queen,,Caitlin Jackson,4/2/1955 0:00:00,4,2,1955,92,W. Brook,NCSU 00103,,,,,North America,North America,USA,USA,Wake,North Carolina,Wake,Raleigh,,35.779747999999998,-78.643414000000007,"35.78, -78.643",-78.643000000000001,35.780000000000001,103,LLR: georef,,,,,1861,92,,georef verified by LLR,,,,
87,BBNA_114354,12/12/2011 12:00:00 PM,North Carolina State University Entomology Museum 2012 NCSU (H. Hines),North Carolina State University Insect Museum,,,,Cullumanobombus,Bombus,fraternus,Female,Queen,,Caitlin Jackson,10/5/1960 0:00:00,10,5,1960,279,J. Graham,NCSU 00104,,,,,North America,North America,USA,USA,Anson,North Carolina,Anson,Anson County,,34.905473000000001,-80.187505999999999,"34.905, -80.188",-80.188000000000002,34.905000000000001,129,,,,,,1862,279,,,,,,
88,BBNA_114355,12/12/2011 12:00:00 PM,North Carolina State University Entomology Museum 2012 NCSU (H. Hines),North Carolina State University Insect Museum,,,,Cullumanobombus,Bombus,fraternus,Female,Queen,,Caitlin Jackson,3/21/1921 0:00:00,3,21,1921,80,T. B. Mitchell,NCSU 00107,,,,,North America,North America,USA,USA,Wake,North Carolina,Wake,Raleigh,,35.779747999999998,-78.643414000000007,"35.78, -78.643",-78.643000000000001,35.780000000000001,103,LLR: georef,,,,,1865,80,,georef verified by LLR,,,,
89,BBNA_114356,12/12/2011 12:00:00 PM,North Carolina State University Entomology Museum 2012 NCSU (H. Hines),North Carolina State University Insect Museum,,,,Cullumanobombus,Bombus,fraternus,Female,Queen,,Caitlin Jackson,5/3/1947 0:00:00,5,3,1947,123,T. B. Mitchell,NCSU 00108,,,,,North America,North America,USA,USA,Carteret,North Carolina,Carteret,Beaufort,,34.724514999999997,-76.647519000000003,"34.725, -76.648",-76.647999999999996,34.725000000000001,0,,,,,,1866,123,,,,,,
90,BBNA_114357,12/12/2011 12:00:00 PM,North Carolina State University Entomology Museum 2012 NCSU (H. Hines),North Carolina State University Insect Museum,,,,Cullumanobombus,Bombus,fraternus,Female,Queen,,Caitlin Jackson,5/10/1955 0:00:00,5,10,1955,130,T. B. Mitchell,NCSU 00109,,,,,North America,North America,USA,USA,Wayne,North Carolina,Wayne,Wayne County,,35.356549999999999,-77.973865000000004,"35.357, -77.974",-77.974000000000004,35.356999999999999,28,,,,,,1867,130,,,,,,
91,BBNA_114358,12/12/2011 12:00:00 PM,North Carolina State University Entomology Museum 2012 NCSU (H. Hines),North Carolina State University Insect Museum,,,,Cullumanobombus,Bombus,fraternus,Female,Queen,,Caitlin Jackson,4/5/1955 0:00:00,4,5,1955,95,T. B. Mitchell,NCSU 00110,,,,,North America,North America,USA,USA,Sampson,North Carolina,Sampson,Ivanhoe,,34.611077000000002,-78.242915999999994,"34.611, -78.243",-78.242999999999995,34.610999999999997,11,,,,,,1868,95,,,,,,
92,BBNA_114359,12/12/2011 12:00:00 PM,North Carolina State University Entomology Museum 2012 NCSU (H. Hines),North Carolina State University Insect Museum,,,,Cullumanobombus,Bombus,fraternus,Female,Queen,,Caitlin Jackson,9/15/1953 0:00:00,9,15,1953,258,T. B. Mitchell,NCSU 00111,,,,,North America,North America,USA,USA,Pender,North Carolina,Pender,Penderlea,,34.659078999999998,-78.049780999999996,"34.659, -78.05",-78.049999999999997,34.658999999999999,17,,,,,,1869,258,,,,,,
93,BBNA_114360,12/12/2011 12:00:00 PM,North Carolina State University Entomology Museum 2012 NCSU (H. Hines),North Carolina State University Insect Museum,,,,Cullumanobombus,Bombus,fraternus,Female,Queen,,Caitlin Jackson,9/19/1953 0:00:00,9,19,1953,262,T. B. Mitchell,NCSU 00112,,,,,North America,North America,USA,USA,Moore,North Carolina,Moore,Southern Pines,,35.174047000000002,-79.392253999999994,"35.174, -79.392",-79.391999999999996,35.173999999999999,154,LLR: georef,,,,,1870,262,,georef verified by LLR,,,,
94,BBNA_114361,12/12/2011 12:00:00 PM,North Carolina State University Entomology Museum 2012 NCSU (H. Hines),North Carolina State University Insect Museum,,,,Cullumanobombus,Bombus,fraternus,Female,Queen,,Caitlin Jackson,9/9/1956 0:00:00,9,9,1956,253,T. B. Mitchell,NCSU 00113,,,,,North America,North America,USA,USA,Dare,North Carolina,Dare,Kill Devil Hills,,36.016266000000002,-75.667182999999994,"36.016, -75.667",-75.667000000000002,36.015999999999998,5,LLR: georef,,,,,1871,253,,georef verified by LLR,,,,
95,BBNA_114362,12/12/2011 12:00:00 PM,North Carolina State University Entomology Museum 2012 NCSU (H. Hines),North Carolina State University Insect Museum,,,,Cullumanobombus,Bombus,fraternus,Female,Queen,,Caitlin Jackson,8/29/1945 0:00:00,8,29,1945,241,T. B. Mitchell,NCSU 00114,,,,,North America,North America,USA,USA,Carteret,North Carolina,Carteret,Beaufort,,34.724514999999997,-76.647519000000003,"34.725, -76.648",-76.647999999999996,34.725000000000001,0,,,,,,1872,241,,,,,,
96,BBNA_114363,12/12/2011 12:00:00 PM,North Carolina State University Entomology Museum 2012 NCSU (H. Hines),North Carolina State University Insect Museum,,,,Cullumanobombus,Bombus,fraternus,Female,Queen,,D. L. Speight,9/6/1963 0:00:00,9,6,1963,249,J. F. Cornell,NCSU 00115,,,,,North America,North America,USA,USA,Bertie,North Carolina,Bertie,Lewiston,,36.109371000000003,-77.164482000000007,"36.109, -77.164",-77.164000000000001,36.109000000000002,27,,,,,Bombus fraternus (Smith) female\nD. L. Speight det. 17 july 1969,1873,249,,georef verified LLR,,,,
97,BBNA_114364,12/12/2011 12:00:00 PM,North Carolina State University Entomology Museum 2012 NCSU (H. Hines),North Carolina State University Insect Museum,,,,Cullumanobombus,Bombus,fraternus,Female,Worker,,Caitlin Jackson,7/11/1931 0:00:00,7,11,1931,192,T. B. Mitchell,NCSU 00116,,,,,North America,North America,USA,USA,Wake,North Carolina,Wake,Raleigh,,35.779747999999998,-78.643414000000007,"35.78, -78.643",-78.643000000000001,35.780000000000001,103,LLR: georef,,,,,1874,192,,georef verified by LLR,,,,
98,BBNA_114365,12/12/2011 12:00:00 PM,North Carolina State University Entomology Museum 2012 NCSU (H. Hines),North Carolina State University Insect Museum,,,,Cullumanobombus,Bombus,fraternus,Female,Worker,,Caitlin Jackson,9/11/1959 0:00:00,9,11,1959,254,F. W. Mead,NCSU 00117,,,,,North America,North America,USA,USA,Moore,North Carolina,Moore,Southern Pines,,35.174047000000002,-79.392253999999994,"35.174, -79.392",-79.391999999999996,35.173999999999999,154,LLR: georef,,,,,1875,254,,georef verified by LLR,,,,
99,BBNA_114366,12/12/2011 12:00:00 PM,North Carolina State University Entomology Museum 2012 NCSU (H. Hines),North Carolina State University Insect Museum,,,,Cullumanobombus,Bombus,fraternus,Female,Worker,,Caitlin Jackson,9/11/1959 0:00:00,9,11,1959,254,F. W. Mead,NCSU 00118,,,,,North America,North America,USA,USA,Moore,North Carolina,Moore,Southern Pines,,35.174047000000002,-79.392253999999994,"35.174, -79.392",-79.391999999999996,35.173999999999999,154,LLR: georef,,,,,1876,254,,georef verified by LLR,,,,
100,BBNA_114367,12/12/2011 12:00:00 PM,North Carolina State University Entomology Museum 2012 NCSU (H. Hines),North Carolina State University Insect Museum,,,,Cullumanobombus,Bombus,fraternus,Female,Worker,,Caitlin Jackson,9/16/1956 0:00:00,9,16,1956,260,T. B. Mitchell,NCSU 00119,,,,,North America,North America,USA,USA,Moore,North Carolina,Moore,Southern Pines,,35.174047000000002,-79.392253999999994,"35.174, -79.392",-79.391999999999996,35.173999999999999,154,LLR: georef,,,,,1877,260,,georef verified by LLR,,,,
101,BBNA_114368,12/12/2011 12:00:00 PM,North Carolina State University Entomology Museum 2012 NCSU (H. Hines),North Carolina State University Insect Museum,,,,Cullumanobombus,Bombus,fraternus,Female,Worker,,Caitlin Jackson,7/3/1951 0:00:00,7,3,1951,184,T. B. Mitchell,NCSU 00120,,,,,North America,North America,USA,USA,Pender,North Carolina,Pender,Montague,,34.433723999999998,-78.065005999999997,"34.434, -78.065",-78.064999999999998,34.433999999999997,12,,,,,,1878,184,,,,,,
102,BBNA_114369,12/12/2011 12:00:00 PM,North Carolina State University Entomology Museum 2012 NCSU (H. Hines),North Carolina State University Insect Museum,,,,Cullumanobombus,Bombus,fraternus,Female,Worker,,Caitlin Jackson,7/22/1949 0:00:00,7,22,1949,203,T. B. Mitchell,NCSU 00121,,,,,North America,North America,USA,USA,Pender,North Carolina,Pender,Montague,,34.433723999999998,-78.065005999999997,"34.434, -78.065",-78.064999999999998,34.433999999999997,12,,,,,,1879,203,,,,,,
103,BBNA_114370,12/12/2011 12:00:00 PM,North Carolina State University Entomology Museum 2012 NCSU (H. Hines),North Carolina State University Insect Museum,,,,Cullumanobombus,Bombus,fraternus,Female,Worker,,Caitlin Jackson,7/8/1957 0:00:00,7,8,1957,189,T. B. Mitchell,NCSU 00122,,,,,North America,North America,USA,USA,New Hanover,North Carolina,New Hanover,Carolina Beach,,34.042220000000000,-77.896673000000007,"34.042, -77.897",-77.897000000000006,34.042000000000002,-2,LLR: georef,,,,,1880,189,,georef verified by LLR,,,,
104,BBNA_114371,12/12/2011 12:00:00 PM,North Carolina State University Entomology Museum 2012 NCSU (H. Hines),North Carolina State University Insect Museum,,,,Cullumanobombus,Bombus,fraternus,Female,Worker,,Caitlin Jackson,8/3/1958 0:00:00,8,3,1958,215,T. B. Mitchell,NCSU 00123,,,,,North America,North America,USA,USA,Dare,North Carolina,Dare,Kill Devil Hills,,36.016266000000002,-75.667182999999994,"36.016, -75.667",-75.667000000000002,36.015999999999998,5,LLR: georef,,,,,1881,215,,georef verified by LLR,,,,
105,BBNA_114372,12/12/2011 12:00:00 PM,North Carolina State University Entomology Museum 2012 NCSU (H. Hines),North Carolina State University Insect Museum,,,,Cullumanobombus,Bombus,fraternus,Female,Worker,,Caitlin Jackson,7/15/1956 0:00:00,7,15,1956,197,J. Hill,NCSU 00124,,,,,North America,North America,USA,USA,Johnston,North Carolina,Johnston,Johnston County,,35.440351000000000,-78.384223000000006,"35.44, -78.384",-78.384000000000000,35.439999999999998,48,,,,,,1882,197,,,,,,
